@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
2.04088,-2.62414
11.1482,7.50987
11.1645,11.8258
12.0995,4.31138
2.47296,-0.48081
-2.1902,10.1435
2.95172,9.58934
9.55296,-2.81498
9.09938,10.526
1.72002,10.5358
9.71022,-3.23037
10.201,-4.67069
9.97651,15.0361
6.65627,10.7174
10.259,-0.98786
13.5175,-2.63983
1.46043,0.324414
11.8121,0.804204
7.70024,8.92462
-2.68987,7.10161
11.365,1.00494
8.01785,10.5525
11.3003,10.4516
11.535,10.668
9.34484,0.980646
-0.187841,-0.126988
9.33594,8.96782
6.89259,8.05398
6.21638,8.42039
11.7672,6.83254
-0.556545,7.73867
11.5519,7.7021
2.08746,8.01096
15.6199,9.85082
-0.766376,9.8924
11.3795,7.91835
0.386252,10.754
4.9417,4.81965
11.9307,0.249349
-1.0656,6.98466
9.5901,10.0516
-0.798278,9.41807
9.14173,9.99963
14.7353,11.2434
1.38406,-0.354549
10.3335,6.60199
13.3202,10.0325
7.93032,1.7045
11.2301,9.22207
13.5001,-1.94671
2.29407,12.4601
0.591039,-0.691381
9.18596,0.476998
-0.369138,-1.54487
10.4313,-4.39714
8.32831,9.57361
0.481845,-1.08678
0.608973,10.3172
11.5831,11.7797
0.579608,-0.666895
9.81819,0.983158
7.85829,8.71525
2.19707,10.7755
1.21559,11.0284
1.57588,-3.23956
9.90408,8.61346
10.7766,9.85874
9.79824,6.08769
6.87164,-0.143265
11.3707,10.5571
-1.94606,9.91084
8.53328,-3.74741
10.3384,1.87717
-3.89233,1.08762
2.42599,0.846955
-0.507812,6.67021
5.29354,9.8037
14.0138,12.1325
9.07439,8.33978
0.753684,1.22716
-0.762789,9.6016
8.73552,0.675035
10.3043,8.26709
11.8812,12.3915
12.6712,10.8197
11.7182,9.31783
1.4573,0.291004
-1.7742,11.2581
13.2256,10.3613
12.237,9.06315
0.0990264,8.36349
7.93566,8.93538
8.07379,1.19188
10.1288,10.598
12.3429,7.04905
12.3379,0.241898
-3.37413,0.356287
14.2588,-0.336972
2.43296,4.28168
7.5084,10.788
-2.93696,10.4947
4.89587,3.06646
11.118,3.62483
2.16764,-0.311814
11.477,3.71484
-1.02378,7.78833
0.0808853,0.189138
-0.633825,0.591556
11.3646,7.68138
-1.00985,-2.47824
13.2233,-1.99657
10.4296,0.401526
12.0638,6.88238
9.7816,9.41973
5.98094,-2.14179
11.8905,10.4887
10.0969,9.99308
13.4427,13.0645
4.30777,-0.564932
3.04899,-1.98091
11.438,4.24336
8.46814,9.16604
8.21559,6.11077
9.10197,12.8327
2.01053,12.2661
4.72804,8.78423
12.1075,8.19083
9.68885,-2.70928
8.34296,8.28633
11.898,8.43004
12.1752,12.0333
7.14227,-2.23455
-2.77354,8.67139
-0.859444,-4.83755
-2.78706,7.70314
-0.41552,1.27775
2.65308,-0.460631
9.30566,7.542
7.30215,-4.65305
9.65928,-0.75612
10.8296,-2.25649
9.76939,7.22319
11.8034,8.63871
11.2354,-0.461017
1.92942,13.2582
11.1165,-0.31053
-1.04651,5.86347
10.4619,10.3161
12.0278,-3.09669
13.6348,8.40862
-2.84072,10.3947
-1.64286,-1.01781
10.9933,6.19285
9.81235,9.67958
0.140139,1.03913
10.2606,3.71083
11.9937,9.84183
-2.02523,-1.32316
10.4096,8.53336
12.8041,2.60242
-2.32104,10.8743
1.95475,10.7679
10.802,0.956605
6.88338,0.247912
10.7446,-0.113716
-1.56713,-2.35451
