@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
0.988393,-0.756335
1.0403,8.78436
-3.91234,-3.43795
5.96348,12.5684
7.31482,13.028
10.8181,9.49756
13.5599,9.01813
-0.0243601,11.5824
3.84921,0.906957
12.0811,7.32609
1.78485,-0.127609
14.0138,12.1325
12.0082,9.5426
10.2383,9.56372
4.43719,0.183355
9.66677,9.1141
10.7798,0.0227093
2.69018,-0.945095
11.5831,11.7797
11.7672,6.83254
9.87299,8.53522
2.04088,-2.62414
-1.51363,0.469414
0.951624,1.6315
13.8802,7.98323
8.88564,-4.95233
3.68463,1.18731
10.1102,9.28457
-1.95983,10.4127
-0.169659,9.553
1.09369,8.56597
10.1514,11.1756
9.9209,8.59777
6.86863,8.05636
8.36291,-0.412809
8.44684,-0.430291
8.09707,2.08737
-1.81014,0.656528
10.8497,1.88105
10.4096,8.53336
2.01053,12.2661
1.47759,9.29131
7.86603,13.7713
12.4972,12.3529
13.248,9.30023
10.5074,5.6615
6.87164,-0.143265
11.8034,8.63871
0.45314,8.21869
9.18596,0.476998
10.0049,9.79465
1.20583,-1.28969
2.22197,9.53167
9.42097,0.977441
-3.04905,-1.76264
8.86505,14.0633
4.17587,8.07805
8.61968,7.05069
14.7146,11.7994
8.43957,12.4901
-1.51166,8.80485
10.5392,10.6736
2.37966,8.80848
12.161,11.5449
-1.20704,1.03603
10.7589,10.8668
-0.550222,12.7772
8.30827,-2.24798
10.201,-4.67069
5.33838,9.78748
-1.77847,13.6851
1.42117,-0.673289
1.47548,-2.45438
6.63999,8.95249
10.3754,9.42935
10.7276,11.785
12.1638,8.07521
12.3239,12.8874
0.140139,1.03913
10.7089,8.4083
12.3977,8.4489
15.6199,9.85082
-2.5947,-1.83537
1.33916,-0.168749
11.834,4.02823
6.97773,-3.14714
8.5823,11.2478
9.68885,-2.70928
5.49082,-1.4813
7.68373,11.3203
-1.04651,5.86347
-6.13967,11.0261
2.83137,-3.74426
9.44458,11.999
11.5988,9.78853
2.42157,12.1385
7.15508,8.21918
10.0897,10.8916
9.6263,9.51044
11.0797,12.7591
7.7761,10.6394
11.3958,12.9623
0.452564,2.1635
-4.16528,11.0152
-1.66078,0.429776
12.9466,13.2051
12.2465,10.4894
0.609742,0.251508
9.42084,2.43295
-1.14685,-1.27747
8.77491,8.00527
9.78445,10.3193
9.13569,-2.48605
1.69834,-5.38589
-1.64286,-1.01781
-2.96738,1.82463
-2.97582,11.4913
-1.96732,11.8286
6.88768,-0.547717
9.18513,9.94401
-0.375475,11.8639
3.04809,4.59568
0.134836,-0.443483
12.8301,11.2696
9.85262,8.24078
1.46043,0.324414
-1.35415,10.0662
11.1482,7.50987
6.69151,-2.80354
11.8637,7.25472
1.20204,1.71769
-2.46225,10.0478
11.0824,4.91214
4.67601,10.149
4.72804,8.78423
1.31495,8.52084
12.4237,13.5486
11.3795,7.91835
10.4072,0.846186
8.48151,8.34905
2.71149,11.8075
0.173236,13.3011
4.16588,10.8579
10.6278,-0.611762
-1.48999,8.78218
7.20409,10.0351
9.47169,13.3645
13.5037,10.3234
-1.18268,9.01252
14.7353,11.2434
4.46508,10.3012
10.2975,12.7944
9.86468,11.8412
14.533,10.7353
10.4512,13.332
11.9004,-3.67393
13.2233,-1.99657
1.80777,-0.667409
9.90408,8.61346
1.32384,0.815153
0.731656,11.0595
7.30215,-4.65305
12.4698,-2.95815
10.1008,8.02085
12.2948,8.67373
11.027,10.6794
-0.00751837,10.1362
0.725923,0.566342
9.74932,-1.56657
12.431,1.89168
7.22961,0.951544
8.74875,7.06392
-0.986283,-2.12898
-0.724139,-5.84513
9.63189,7.76501
9.05465,2.72949
0.481845,-1.08678
-0.315781,-0.844055
14.4686,6.66246
9.97651,15.0361
1.75649,13.7525
0.890203,9.12201
15.1928,14.594
0.890798,11.9733
10.1746,7.05434
10.979,-1.43509
11.7182,9.31783
0.058936,8.56131
9.7816,9.41973
10.3044,-2.52951
11.9354,-2.35856
8.12712,8.10559
0.874273,8.17967
10.7037,10.6295
0.167535,8.98793
8.75107,10.3997
10.758,-2.88418
10.5897,10.4519
10.8861,10.1287
11.1671,0.359657
9.02847,11.0641
10.9508,-1.0928
0.431788,10.6694
1.58391,1.12715
-0.13582,1.23129
8.18685,-1.7831
12.1228,-2.12499
-3.86655,-2.76241
-1.58396,11.949
9.01881,7.26322
11.8208,8.09689
0.326388,9.05087
10.8409,11.4951
1.6724,0.47212
-0.633825,0.591556
1.35768,-3.97897
11.3646,7.68138
-0.714954,-1.20405
12.0608,-0.20577
8.73896,12.0874
9.23873,7.7269
7.93032,1.7045
9.1322,11.5735
3.31951,6.9207
0.269024,6.25937
8.53328,-3.74741
-0.276468,9.23476
9.51897,9.67751
9.69399,-3.95409
8.3429,6.78901
11.7712,-2.17831
10.3314,12.871
0.893555,5.50914
7.93566,8.93538
12.1339,10.0477
-2.05413,13.2955
11.2354,-0.461017
-2.56648,8.23383
8.36323,11.1985
-0.519034,13.7277
13.6918,12.4815
11.2756,7.60753
12.0278,-3.09669
9.5901,10.0516
3.89104,-0.0821235
-0.992663,2.57762
1.49894,3.68816
-1.78727,9.20247
4.9583,8.9525
9.34407,3.18518
8.02699,9.03695
7.35973,10.8135
8.39059,8.84905
11.5036,5.65147
-0.268874,-2.34666
6.54614,10.2766
5.98094,-2.14179
11.9971,1.34761
5.22436,1.45967
8.58285,7.74504
12.1752,12.0333
-1.56713,-2.35451
9.46512,9.01636
10.3486,13.2218
8.74079,9.24207
12.2728,1.34948
-0.238037,10.761
1.92942,13.2582
-4.95003,11.0353
-0.297456,10.6331
10.8296,-2.25649
0.386252,10.754
6.07487,-3.72089
11.2304,0.113951
11.3663,-0.32651
8.14489,8.00775
7.73552,7.82161
9.65928,-0.75612
12.9528,10.5579
8.58252,13.3119
0.716826,4.64089
-2.72043,10.004
-1.94606,9.91084
1.12361,2.89624
11.3588,-0.645049
9.87799,0.972862
9.79824,6.08769
12.0638,6.88238
-1.91853,-1.46042
8.95043,9.84081
11.1983,7.28932
-5.13203,-0.617858
-1.82788,3.12048
10.469,-0.880681
12.6697,7.43822
12.1157,9.00317
10.4313,-4.39714
10.559,6.01977
8.84898,-1.22367
12.3458,-3.2733
2.51992,11.0353
