@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
1.69834,-5.38589
-0.276468,9.23476
11.5267,4.0789
-2.1727,9.33665
12.6122,12.7167
-0.992663,2.57762
6.8692,12.1175
3.07197,8.06606
-2.68987,7.10161
9.5029,8.89098
10.4512,13.332
8.65089,10.5933
-1.75483,10.6753
2.3631,-1.95021
9.42097,0.977441
11.4578,6.61146
13.6918,12.4815
10.0384,9.52178
10.8051,9.71849
-1.64286,-1.01781
10.7777,10.9387
-0.829712,1.00376
10.2131,1.99959
3.68463,1.18731
-1.51363,0.469414
11.9935,11.7392
-0.065558,9.95612
10.578,7.76016
9.07566,11.6126
6.89216,8.34875
11.1056,2.9693
0.63753,13.9609
9.84587,9.02506
3.43452,7.23192
11.3777,-0.00804024
-1.15226,8.22655
6.9313,2.48433
7.52462,9.39918
1.50933,0.487079
-0.986283,-2.12898
8.44684,-0.430291
12.193,11.5194
10.5436,9.93228
8.36291,-0.412809
7.79037,9.16634
12.449,-0.637495
-0.858948,-0.977285
11.2062,13.8963
8.09707,2.08737
-0.975366,-1.21564
0.948945,1.00981
12.6377,7.94499
12.3239,12.8874
7.69622,10.3796
13.5037,10.3234
0.386252,10.754
11.6392,-1.14463
9.09938,10.526
11.6784,11.2498
2.47296,-0.48081
14.0138,12.1325
-2.76883,10.4762
10.4296,0.401526
9.5901,10.0516
2.70549,-0.123702
10.2763,8.89078
5.98271,0.00238253
8.74079,9.24207
10.4072,0.846186
13.8802,7.98323
-2.40085,8.4237
12.028,14.6536
9.79824,6.08769
11.9307,0.249349
0.140139,1.03913
10.2975,12.7944
3.04899,-1.98091
12.0082,9.5426
3.60298,1.63196
3.89104,-0.0821235
6.14589,10.8131
5.98094,-2.14179
7.14227,-2.23455
9.92877,0.922596
1.31078,0.83191
12.3408,10.2043
-2.46225,10.0478
-1.58396,11.949
9.97651,15.0361
0.134836,-0.443483
8.36323,11.1985
13.7181,8.71435
10.3079,7.6024
-0.820624,0.701993
0.858096,-0.369566
2.5331,12.7045
9.6595,8.86563
11.4556,12.08
12.4972,12.3529
8.50823,6.88579
8.57425,7.27815
11.6444,8.3489
10.8181,9.49756
7.31482,13.028
11.036,8.46403
15.5706,9.2696
-1.44787,10.3007
7.20409,10.0351
9.3493,11.4929
-1.04651,5.86347
11.2756,7.60753
7.57984,9.60288
3.04809,4.59568
12.9528,10.5579
5.97507,10.1027
10.5373,14.5629
8.45374,8.25234
9.43054,2.08065
8.61968,7.05069
2.19707,10.7755
11.9004,-3.67393
10.6664,-2.79645
11.4703,12.9132
11.3225,7.58684
12.8041,2.60242
0.579608,-0.666895
-2.66842,0.406521
10.6876,8.90464
-0.826567,1.74523
10.6278,-0.611762
-0.714954,-1.20405
2.6783,8.8199
-0.192926,10.0472
10.3384,1.87717
0.376454,-1.59503
11.2301,9.22207
2.43296,4.28168
4.30777,-0.564932
0.608973,10.3172
11.6708,7.65239
-3.86655,-2.76241
2.83137,-3.74426
11.065,-0.45256
10.084,8.74642
6.97773,-3.14714
6.09561,16.0267
10.7683,13.6537
-0.672495,11.0126
0.857237,-2.12878
11.0824,4.91214
8.52603,9.87376
9.98021,10.3726
1.72002,10.5358
8.07379,1.19188
-2.97582,11.4913
10.5897,10.4519
1.09369,8.56597
10.5707,7.25383
-0.633825,0.591556
9.27701,-1.36731
9.42084,2.43295
10.6371,-0.794095
10.6372,2.78646
7.30215,-4.65305
9.5701,10.3965
-2.09528,-2.6127
8.43957,12.4901
1.38406,-0.354549
1.12361,2.89624
0.150642,-0.212132
0.194562,10.4717
-3.13593,-0.695068
9.1322,11.5735
10.9508,-1.0928
8.5823,11.2478
-0.181509,0.993791
10.6347,8.8983
8.62857,9.66298
9.59868,9.10545
6.22829,1.3366
10.1514,11.1756
2.71149,11.8075
10.7276,11.785
-2.71007,6.992
8.93033,2.16935
6.63999,8.95249
11.0309,-2.79915
-3.45397,0.565817
11.9971,1.34761
1.77769,-0.973635
-0.534943,1.48811
11.7618,4.16092
11.9354,-2.35856
7.22961,0.951544
11.9765,9.1169
11.7672,6.83254
7.55944,9.41454
-0.423129,0.457362
-0.766376,9.8924
9.71022,-3.23037
-2.83397,-2.89699
6.07487,-3.72089
11.0906,11.3637
12.5455,8.44122
0.0990264,8.36349
8.94211,-5.28946
9.08008,0.866554
-2.08754,10.2678
10.3781,9.31997
-2.02336,9.82917
-1.66788,11.7931
6.88072,1.61472
-0.369138,-1.54487
8.12712,8.10559
10.8188,10.5232
1.91479,12.1012
-0.169659,9.553
10.0495,6.86592
8.3429,6.78901
-1.58116,10.6418
14.4686,6.66246
1.62099,-3.64251
10.7698,12.0919
9.44458,11.999
-1.02378,7.78833
9.88462,5.85029
7.68373,11.3203
9.18596,0.476998
8.01771,1.89895
10.1008,8.02085
2.08746,8.01096
11.721,-0.342913
1.86301,-0.693337
-1.26836,9.93758
13.3593,12.7495
-0.946547,1.13217
-3.04233,-0.232775
11.2354,-0.461017
9.47169,13.3645
6.80785,14.0993
9.01881,7.26322
4.89587,3.06646
12.9466,13.2051
9.18789,7.72991
9.46512,9.01636
6.03219,-4.72825
9.68885,-2.70928
9.93044,11.6632
10.193,7.43631
4.64698,9.7038
-0.281573,-1.64008
-0.724139,-5.84513
-0.949451,8.49428
13.5599,9.01813
12.1961,2.51581
12.0995,4.31138
9.76536,11.4476
2.21826,8.09881
9.30566,7.542
-0.892099,12.4153
14.7146,11.7994
9.79802,2.47212
4.43719,0.183355
10.7446,-0.113716
12.2247,12.1124
5.49082,-1.4813
-2.0854,0.0964326
10.3486,13.2218
10.7195,8.08855
7.60063,1.63451
10.9352,13.6771
5.96348,12.5684
9.34484,0.980646
11.3186,-0.423971
0.642571,0.949917
-4.16528,11.0152
-0.155889,-1.48842
-2.78706,7.70314
-0.395254,-2.24758
1.5985,-3.4278
8.74875,7.06392
10.4576,11.7159
-0.798278,9.41807
-0.71307,11.0352
10.7037,10.6295
9.81318,7.23553
9.28531,14.5879
11.5122,7.70856
10.2606,3.71083
11.3958,12.9623
11.477,3.71484
10.2676,10.2459
8.02699,9.03695
-0.519034,13.7277
-2.05413,13.2955
-0.146437,1.27856
-0.00751837,10.1362
2.69018,-0.945095
11.2155,8.65196
13.1588,11.1383
0.0701485,13.1913
2.08526,0.350504
13.2233,-1.99657
7.35056,9.42417
10.0049,9.79465
12.1924,8.95816
3.64861,-2.17131
-1.88608,7.86837
10.259,-0.98786
13.5175,-2.63983
-2.18367,1.40021
11.3795,7.91835
-3.95141,12.1503
10.0897,10.8916
10.7589,10.8668
0.890203,9.12201
14.1475,12.1248
9.55296,-2.81498
4.9583,8.9525
11.0707,12.3296
6.69151,-2.80354
