@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
13.5395,8.23445
10.4072,0.846186
1.21559,11.0284
10.8296,-2.25649
11.8697,11.1593
9.5901,10.0516
10.5897,10.4519
-1.66078,0.429776
10.1514,11.1756
11.834,4.02823
1.75368,9.96342
-2.84072,10.3947
9.81819,0.983158
10.5254,10.8748
-2.5947,-1.83537
1.6724,0.47212
-1.66917,-0.77593
11.3324,0.0138985
9.45622,12.1031
11.2026,8.75698
7.79037,9.16634
11.5578,11.8791
10.3079,7.6024
1.35768,-3.97897
7.82579,12.9131
0.684984,0.830652
-5.13203,-0.617858
0.885437,1.66435
11.7618,4.16092
-3.45397,0.565817
-6.13967,11.0261
8.97236,8.02286
10.5373,14.5629
-2.0854,0.0964326
2.01053,12.2661
10.6372,2.78646
-0.700995,0.536133
0.890203,9.12201
10.9608,0.348227
11.5335,11.5428
12.449,-0.637495
12.2247,12.1124
8.77808,9.15448
2.19707,10.7755
8.45447,6.33871
9.50307,7.42181
9.08008,0.866554
10.6198,5.67956
11.8637,7.25472
9.12937,8.95838
12.4237,13.5486
-2.25268,11.8395
7.08104,8.13574
8.34296,8.28633
0.591039,-0.691381
6.54614,10.2766
-0.519034,13.7277
10.259,-0.98786
9.17193,-4.52783
8.45374,8.25234
11.535,10.668
-1.48999,8.78218
-1.75483,10.6753
9.86468,11.8412
4.9583,8.9525
0.0990264,8.36349
10.7698,12.0919
8.74079,9.24207
7.93566,8.93538
12.6008,8.8102
-1.7742,11.2581
-0.858948,-0.977285
9.5029,8.89098
12.3458,-3.2733
5.22436,1.45967
-0.886717,8.43231
9.24623,5.47186
11.5395,10.5046
8.3429,6.78901
10.2763,8.89078
12.3977,8.4489
3.67759,-0.944235
8.98839,7.48958
11.6784,11.2498
8.93477,7.29022
7.57984,9.60288
12.1058,1.5459
7.32442,8.94493
9.73108,10.8062
10.0897,10.8916
12.3429,7.04905
1.31495,8.52084
2.71149,11.8075
0.134836,-0.443483
9.43467,-0.283542
2.08746,8.01096
9.28531,14.5879
11.4703,12.9132
12.431,1.89168
3.97455,-1.06131
1.33916,-0.168749
10.2383,9.56372
7.72302,9.09301
14.5576,9.50309
6.03219,-4.72825
13.2456,8.38442
2.38316,10.8752
6.9313,2.48433
6.36099,3.38023
0.988393,-0.756335
12.0103,-1.17834
0.154091,-1.63405
9.88875,10.5687
11.5036,5.65147
-1.16855,-0.228096
12.1752,12.0333
1.14063,-0.909931
9.47711,-2.35131
13.1173,8.33278
8.21559,6.11077
0.269024,6.25937
1.77769,-0.973635
0.893555,5.50914
11.6444,8.3489
1.09369,8.56597
12.1339,10.0477
10.1008,8.02085
15.0562,0.845162
6.20965,7.91058
6.04079,9.59051
13.5175,-2.63983
-1.00985,-2.47824
0.520017,9.56034
10.0678,-0.848428
6.22829,1.3366
10.979,-1.43509
9.695,9.09234
9.91764,0.54474
14.7146,11.7994
8.74875,7.06392
2.6783,8.8199
12.8322,2.30588
13.7181,8.71435
9.43054,2.08065
1.39285,1.50001
-0.344824,8.47128
-1.56713,-2.35451
10.9836,-1.16833
10.6347,8.8983
-0.946547,1.13217
13.5037,10.3234
1.70694,11.4128
8.09707,2.08737
8.95043,9.84081
6.80785,14.0993
12.8966,-1.34601
15.6199,9.85082
-1.72782,10.1526
9.67818,0.618563
8.24522,5.35108
13.9419,5.67947
1.4573,0.291004
-0.238037,10.761
10.4313,-4.39714
12.161,11.5449
11.7672,6.83254
12.1961,2.51581
11.3663,-0.32651
-0.633825,0.591556
8.12712,8.10559
7.84702,11.7126
1.57588,-3.23956
-1.91853,-1.46042
7.41939,-2.84539
-2.06097,-1.47577
0.857237,-2.12878
12.3691,-0.709862
12.028,14.6536
2.65308,-0.460631
4.30777,-0.564932
10.7589,10.8668
-2.6305,6.71448
3.07197,8.06606
0.058936,8.56131
0.335432,-0.145461
-0.494785,-0.640115
13.4427,13.0645
10.0783,10.0065
12.4746,-0.779464
12.1057,8.25801
1.06891,-0.745644
-0.71307,11.0352
4.67601,10.149
8.65089,10.5933
7.52451,5.08716
13.3593,12.7495
11.4861,-2.93845
8.93033,2.16935
9.76939,7.22319
11.9112,9.9538
-1.88608,7.86837
10.201,-4.67069
-3.89233,1.08762
-1.35415,10.0662
8.77491,8.00527
12.1228,-2.12499
8.36323,11.1985
9.57703,9.57526
-3.63166,2.83141
9.94007,2.01545
-0.065558,9.95612
-0.403583,-0.732989
-0.296291,8.2122
7.6731,-0.628619
-2.08754,10.2678
-0.268874,-2.34666
-1.15226,8.22655
10.1979,8.22076
-0.0104911,10.8344
8.2291,5.68611
0.786975,-1.29328
10.3335,6.60199
9.45936,8.0722
-1.81283,-0.790834
9.63189,7.76501
-1.26836,9.93758
9.91341,0.0545734
11.9059,9.40477
9.03403,-0.76276
1.80777,-0.667409
2.1663,1.30313
9.74932,-1.56657
1.92591,11.3261
0.326388,9.05087
1.75649,13.7525
9.30566,7.542
9.6263,9.51044
8.5823,11.2478
-1.15206,-3.95319
8.62556,12.5514
11.0824,4.91214
12.8301,11.2696
0.173236,13.3011
1.95475,10.7679
7.86603,13.7713
9.71022,-3.23037
1.78485,-0.127609
2.70549,-0.123702
8.73896,12.0874
9.3493,11.4929
0.951624,1.6315
3.12807,-0.929913
-0.724139,-5.84513
6.3978,12.9913
1.96978,-1.68583
1.69834,-5.38589
11.5558,0.236401
-0.315781,-0.844055
7.55944,9.41454
-0.351842,10.288
7.52462,9.39918
10.1417,8.16177
-2.96738,1.82463
10.7683,13.6537
-0.0813104,9.55834
11.3003,10.4516
-3.95141,12.1503
11.898,8.43004
7.7761,10.6394
9.1496,11.5714
-0.369138,-1.54487
9.21368,1.87094
9.18513,9.94401
9.35666,15.2297
10.4573,10.7035
-2.67629,8.09977
8.07379,1.19188
9.92877,0.922596
10.0384,9.52178
11.065,-0.45256
13.3202,10.0325
2.47296,-0.48081
-1.51363,0.469414
-1.66788,11.7931
-1.7658,10.398
-0.645668,9.29526
7.85829,8.71525
3.64861,-2.17131
0.0808853,0.189138
6.97813,10.126
9.37968,-2.47524
1.07195,10.3994
-2.56648,8.23383
13.2233,-1.99657
9.87799,0.972862
11.9937,9.84183
-2.8331,-1.98826
11.3185,10.3911
11.2756,7.60753
13.2945,10.8033
0.661925,1.81805
9.85262,8.24078
10.2985,1.56471
9.10197,12.8327
2.43296,4.28168
12.2038,-2.03743
3.89104,-0.0821235
11.5122,7.70856
6.80068,10.5643
8.32831,9.57361
0.579608,-0.666895
1.92942,13.2582
9.81318,7.23553
-2.12775,7.60335
5.33838,9.78748
11.2226,9.04498
4.9417,4.81965
7.14227,-2.23455
14.5526,13.8872
-0.534943,1.48811
3.31951,6.9207
11.3186,-0.423971
11.1165,-0.31053
4.17587,8.07805
-0.236394,10.8102
10.6499,11.5011
10.2606,3.71083
10.758,-2.88418
11.438,4.24336
1.72002,10.5358
0.753684,1.22716
-0.255732,8.06837
2.42021,2.8181
-2.0418,10.7504
-1.58116,10.6418
0.402025,12.8593
9.01881,7.26322
11.363,3.75779
-4.15832,10.9758
12.1157,9.00317
1.31078,0.83191
-2.80801,12.0241
-1.64286,-1.01781
10.8188,10.5232
2.29553,2.30515
10.1198,13.2858
-0.218598,1.57201
11.9512,10.8684
10.5575,2.10057
7.58705,2.6877
6.88338,0.247912
14.0138,12.1325
9.47169,13.3645
9.14173,9.99963
12.8766,10.4393
3.47825,-2.14059
2.36282,10.317
2.51992,11.0353
2.75031,8.18588
0.849104,-0.210371
9.90408,8.61346
7.31482,13.028
1.65964,8.05822
1.57882,14.2263
-1.76641,0.217782
2.95172,9.58934
6.14589,10.8131
10.9352,13.6771
9.13569,-2.48605
1.41131,10.5887
7.32449,7.96808
11.9935,11.7392
6.28514,0.352832
-3.04233,-0.232775
8.02699,9.03695
11.1671,0.359657
1.40444,8.41619
14.7353,11.2434
7.58537,9.77945
9.46512,9.01636
-1.94606,9.91084
-2.57237,12.022
11.8208,8.09689
-0.252299,-3.56732
10.3905,11.2224
10.3781,9.31997
9.12567,11.0069
-2.68442,8.16733
8.30827,-2.24798
10.8497,1.88105
-2.09528,-2.6127
8.8248,7.04491
0.890798,11.9733
11.0625,10.6505
-0.28952,12.9287
9.78445,10.3193
10.2131,1.99959
-1.14685,-1.27747
10.4296,0.401526
-2.78706,7.70314
12.8041,2.60242
12.7208,7.70933
9.05791,10.2599
9.79802,2.47212
14.2588,-0.336972
8.52603,9.87376
-1.05826,11.4633
0.194562,10.4717
