@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
11.0824,4.91214
0.753684,1.22716
12.836,10.8349
6.9313,2.48433
10.5254,10.8748
4.9583,8.9525
7.32442,8.94493
1.19656,2.54922
6.89259,8.05398
9.07439,8.33978
11.0906,11.3637
-1.05826,11.4633
9.85264,5.69592
12.237,9.06315
12.8766,10.4393
-2.25268,11.8395
1.64522,10.707
9.67796,8.36794
3.84921,0.906957
8.5473,4.07281
2.36497,-1.08259
8.36323,11.1985
9.47711,-2.35131
-0.714954,-1.20405
13.3593,12.7495
0.591039,-0.691381
-1.94606,9.91084
9.42364,12.6233
10.6664,-2.79645
8.99936,-1.92197
12.3408,10.2043
6.80068,10.5643
11.5267,4.0789
12.1057,9.53255
1.39285,1.50001
-4.73976,10.2234
-0.00751837,10.1362
0.134836,-0.443483
10.7651,-0.637655
0.168008,-2.03178
-2.12775,7.60335
2.37966,8.80848
0.948945,1.00981
5.33838,9.78748
11.5988,9.78853
0.452564,2.1635
10.4313,-4.39714
7.73552,7.82161
12.8041,2.60242
12.1075,8.19083
4.64698,9.7038
8.45447,6.33871
12.6516,8.84141
1.41131,10.5887
13.1588,11.1383
9.695,9.09234
5.27706,9.20587
8.34186,-1.1924
11.1671,0.359657
8.01771,1.89895
11.5335,11.5428
10.8051,9.71849
11.5796,7.80743
0.335432,-0.145461
5.98094,-2.14179
10.3384,1.87717
8.02699,9.03695
9.73108,10.8062
11.6444,8.3489
0.376454,-1.59503
9.36716,9.96609
0.058936,8.56131
14.9283,1.59718
11.6784,11.2498
9.5454,-2.02859
-1.1926,13.0926
11.3324,0.0138985
11.7182,9.31783
7.60063,1.63451
9.01881,7.26322
-0.157073,1.84183
11.5519,7.7021
0.951624,1.6315
-2.6305,6.71448
1.75649,13.7525
2.08526,0.350504
7.79037,9.16634
-2.0418,10.7504
1.75368,9.96342
0.609742,0.251508
2.6783,8.8199
10.3086,10.3625
6.22829,1.3366
0.874273,8.17967
9.48003,12.6462
1.58391,1.12715
12.9466,13.2051
4.87101,0.012333
2.29407,12.4601
3.04809,4.59568
12.0608,-0.20577
1.42117,-0.673289
12.6122,12.7167
11.7687,8.33691
10.0678,-0.848428
9.6595,8.86563
1.65964,8.05822
7.32449,7.96808
9.23873,7.7269
6.69151,-2.80354
-2.93696,10.4947
10.0969,9.99308
9.09938,10.526
10.7037,10.6295
7.48483,0.691857
2.16764,-0.311814
10.7698,12.0919
8.43957,12.4901
2.13731,-2.13039
-0.13582,1.23129
8.73896,12.0874
12.3458,-3.2733
11.027,10.6794
2.5331,12.7045
-0.344824,8.47128
8.51972,9.66828
11.9307,0.249349
7.6731,-0.628619
3.43452,7.23192
-2.96738,1.82463
8.54994,11.8137
6.79949,-4.56326
-0.724139,-5.84513
0.857237,-2.12878
11.438,4.24336
8.39059,8.84905
2.29553,2.30515
2.75031,8.18588
8.62556,12.5514
9.16996,-0.793744
-0.519034,13.7277
6.21638,8.42039
-3.03217,10.1515
-0.0243601,11.5824
1.50933,0.487079
-0.579583,-1.85879
-0.892099,12.4153
9.62504,1.12688
-1.95983,10.4127
12.7328,10.0697
8.14489,8.00775
11.9339,1.8708
-2.72043,10.004
10.1514,11.1756
12.1157,9.00317
9.79802,2.47212
1.31078,0.83191
-3.89233,1.08762
0.849104,-0.210371
-4.15832,10.9758
-0.181509,0.993791
-1.69762,1.92191
1.0403,8.78436
7.57984,9.60288
1.4573,0.291004
-2.77354,8.67139
10.7589,10.8668
7.38526,-3.02599
9.60604,9.67178
-2.18367,1.40021
9.27701,-1.36731
-1.14685,-1.27747
-0.826567,1.74523
2.19707,10.7755
9.21368,1.87094
-1.51363,0.469414
10.7276,11.785
11.036,8.46403
0.839371,-0.647492
7.58705,2.6877
10.3905,11.2224
1.99788,3.17003
11.0707,12.3296
-1.59801,0.748332
11.5545,3.03685
-2.68987,7.10161
6.46928,0.945053
6.87164,-0.143265
6.28514,0.352832
10.6198,5.67956
-0.169659,9.553
12.449,-0.637495
6.88072,1.61472
-1.35415,10.0662
9.07566,11.6126
-2.76883,10.4762
-1.56713,-2.35451
9.85608,-2.00514
-3.95141,12.1503
11.5395,10.5046
6.07487,-3.72089
12.7987,13.2023
2.22197,9.53167
2.78817,1.31276
2.21826,8.09881
-3.7511,0.970757
-2.8331,-1.98826
12.3691,-0.709862
11.4556,12.08
1.62099,-3.64251
9.5901,10.0516
12.4972,12.3529
8.8248,7.04491
0.326388,9.05087
0.731656,11.0595
11.118,3.62483
4.2976,3.00754
10.1417,8.16177
0.371576,1.02074
8.50823,6.88579
12.8438,7.22219
-0.41552,1.27775
11.9765,9.1169
1.14063,-0.909931
10.8296,-2.25649
12.3697,7.25046
-0.992663,2.57762
9.79824,6.08769
11.0797,12.7591
0.858096,-0.369566
9.42097,0.977441
-0.369138,-1.54487
-4.95003,11.0353
8.77491,8.00527
0.725923,0.566342
-3.91234,-3.43795
8.74079,9.24207
11.8697,11.1593
9.22933,13.9351
6.80785,14.0993
11.2026,8.75698
11.2604,-1.13167
11.6119,9.80137
-2.0854,0.0964326
10.0438,3.48085
10.3335,6.60199
10.802,0.956605
6.89216,8.34875
6.20965,7.91058
0.167535,8.98793
-5.13203,-0.617858
10.3044,-2.52951
7.69622,10.3796
9.90408,8.61346
11.5578,11.8791
1.5985,-3.4278
-0.155889,-1.48842
8.02262,11.9241
14.7146,11.7994
7.68373,11.3203
8.97236,8.02286
8.32831,9.57361
11.477,3.71484
9.92877,0.922596
10.8497,1.88105
10.8188,10.5232
12.193,11.5194
7.86603,13.7713
10.3043,8.26709
8.36291,-0.412809
-0.234565,9.38178
12.6008,8.8102
11.2113,15.1372
1.01465,1.89042
2.37378,10.6434
3.68463,1.18731
9.89544,12.5722
0.890203,9.12201
9.98021,10.3726
-4.16528,11.0152
