@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
10.559,6.01977
-4.15832,10.9758
8.11791,11.4117
12.2948,8.67373
-2.78706,7.70314
10.3079,7.6024
-2.40314,2.79471
0.194562,10.4717
12.8089,2.1599
10.1102,9.28457
2.38316,10.8752
-1.94606,9.91084
0.173236,13.3011
10.7798,0.0227093
4.87101,0.012333
-1.77847,13.6851
12.6712,10.8197
9.09938,10.526
9.24623,5.47186
8.98839,7.48958
10.6372,2.78646
-1.7742,11.2581
6.46928,0.945053
-0.403583,-0.732989
-0.330494,2.99032
8.73896,12.0874
7.68373,11.3203
11.1909,7.76906
9.98021,10.3726
0.63753,13.9609
14.7146,11.7994
-0.71307,11.0352
-2.25268,11.8395
7.57984,9.60288
3.69393,2.64975
-2.12775,7.60335
6.79949,-4.56326
10.4296,0.401526
-1.72782,10.1526
1.97409,1.79215
7.47802,8.59164
2.29407,12.4601
6.20965,7.91058
10.802,0.956605
8.21559,6.11077
8.14489,8.00775
11.4556,12.08
-0.534943,1.48811
-1.66078,0.429776
-4.73976,10.2234
12.1075,8.19083
13.2256,10.3613
11.5122,7.70856
11.0906,11.3637
-2.84072,10.3947
-0.255732,8.06837
11.3003,10.4516
10.7195,8.08855
14.2588,-0.336972
-1.64286,-1.01781
9.94007,2.01545
-2.80801,12.0241
10.2985,1.56471
1.70694,11.4128
-1.00985,-2.47824
12.7987,13.2023
8.74875,7.06392
-0.169659,9.553
12.6122,12.7167
9.97651,15.0361
11.834,4.02823
9.1322,11.5735
-3.37413,0.356287
13.3593,12.7495
-1.96732,11.8286
7.52451,5.08716
9.65887,2.72007
9.27701,-1.36731
9.88462,5.85029
13.1656,10.3968
11.7665,0.316389
2.42021,2.8181
9.45936,8.0722
10.7683,13.6537
7.93032,1.7045
12.3691,-0.709862
7.55944,9.41454
8.02572,10.8846
9.62504,1.12688
10.8051,9.71849
11.1056,2.9693
-0.556545,7.73867
9.07247,9.02884
9.42084,2.43295
9.69399,-3.95409
6.27554,-1.58322
11.2301,9.22207
10.7766,9.85874
12.6008,8.8102
12.0082,9.5426
7.44953,8.27058
8.62857,9.66298
1.64522,10.707
-1.66788,11.7931
10.9352,13.6771
12.3458,-3.2733
3.89104,-0.0821235
7.30215,-4.65305
12.1924,8.95816
0.739131,12.5341
5.49082,-1.4813
-2.97582,11.4913
8.52211,10.857
-1.76641,0.217782
8.50823,6.88579
12.1339,10.0477
8.58252,13.3119
9.47711,-2.35131
11.2226,9.04498
10.2131,1.99959
11.4578,6.61146
11.3958,12.9623
-1.44787,10.3007
-0.892099,12.4153
1.86301,-0.693337
9.12567,11.0069
15.6199,9.85082
2.6783,8.8199
-2.05413,13.2955
10.1008,8.02085
11.3646,7.68138
1.40444,8.41619
10.084,8.74642
7.15508,8.21918
-1.26836,9.93758
-2.57237,12.022
-2.76883,10.4762
10.4096,8.53336
0.591039,-0.691381
10.6371,-0.794095
-0.315781,-0.844055
11.8812,12.3915
-0.464386,12.2887
10.2383,9.56372
11.065,-0.45256
8.34296,8.28633
12.8301,11.2696
15.0562,0.845162
10.675,9.66217
11.5988,9.78853
