@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
-3.66954,9.2038
9.5701,10.3965
-0.351842,10.288
11.8905,10.4887
1.0403,8.78436
11.2301,9.22207
-3.57772,3.28208
-0.331616,1.45299
2.83137,-3.74426
10.469,-0.880681
-0.0243601,11.5824
-1.78727,9.20247
10.0783,10.0065
-0.238037,10.761
10.3314,12.871
9.23873,7.7269
12.6712,10.8197
1.31495,8.52084
11.0309,-2.79915
11.1878,10.4443
8.09707,2.08737
9.79824,6.08769
10.1102,9.28457
9.02847,11.0641
12.0811,7.32609
2.16764,-0.311814
1.69834,-5.38589
1.91479,12.1012
9.67818,0.618563
10.1288,10.598
13.3202,10.0325
2.78817,1.31276
-3.45397,0.565817
7.57984,9.60288
11.898,8.43004
12.2247,12.1124
-0.949451,8.49428
8.77808,9.15448
10.3384,1.87717
8.98839,7.48958
6.04861,10.7805
9.50307,7.42181
10.2131,1.99959
6.89259,8.05398
10.0355,4.0818
10.9608,0.348227
6.20965,7.91058
4.17587,8.07805
0.988393,-0.756335
10.4313,-4.39714
10.5575,2.10057
9.90408,8.61346
10.8073,8.50124
0.608973,10.3172
-2.67629,8.09977
11.036,8.46403
11.2604,-1.13167
2.47296,-0.48081
0.371576,1.02074
1.53677,2.42169
6.07487,-3.72089
-0.798278,9.41807
9.76536,11.4476
0.165042,11.1848
12.4698,-2.95815
11.6708,7.65239
-2.77354,8.67139
12.431,1.89168
9.65928,-0.75612
-2.1727,9.33665
14.4349,-1.99909
11.3605,2.00658
-0.41552,1.27775
11.3588,-0.645049
-2.57237,12.022
-0.946547,1.13217
14.9283,1.59718
7.69622,10.3796
15.1928,14.594
2.68635,4.60259
9.45936,8.0722
-1.77294,-0.219129
7.35973,10.8135
9.1496,11.5714
-1.20704,1.03603
-2.63203,12.8567
6.63999,8.95249
9.03403,-0.76276
10.6371,-0.794095
10.1417,8.16177
0.684984,0.830652
9.93044,11.6632
9.81318,7.23553
8.36291,-0.412809
10.1979,8.22076
3.07197,8.06606
-1.94606,9.91084
8.32831,9.57361
8.99295,6.53347
11.4861,-2.93845
9.18789,7.72991
8.86839,-3.02416
11.0625,10.6505
-1.58116,10.6418
10.4187,9.91283
6.58918,12.0151
13.7181,8.71435
9.88875,10.5687
0.376454,-1.59503
7.41939,-2.84539
0.857237,-2.12878
10.7766,9.85874
1.40444,8.41619
9.01881,7.26322
8.10825,8.25509
10.2975,12.7944
11.3186,-0.423971
6.8692,12.1175
9.63189,7.76501
11.1909,7.76906
-2.78706,7.70314
10.1719,2.56644
-1.66917,-0.77593
12.6122,12.7167
-0.296291,8.2122
11.9765,9.1169
10.4576,11.7159
10.0997,-1.61675
13.1173,8.33278
12.8766,10.4393
12.1058,1.5459
2.6783,8.8199
10.201,-4.67069
2.36497,-1.08259
13.5175,-2.63983
1.02161,2.18473
8.51972,9.66828
14.5576,9.50309
-0.766376,9.8924
9.67796,8.36794
-2.09528,-2.6127
-2.1902,10.1435
0.885437,1.66435
6.3978,12.9913
9.16996,-0.793744
12.8301,11.2696
-1.7742,11.2581
1.39285,1.50001
9.3493,11.4929
12.2038,-2.03743
8.74875,7.06392
9.21368,1.87094
-0.375475,11.8639
-0.276468,9.23476
0.0990264,8.36349
3.43452,7.23192
11.9937,9.84183
-0.330494,2.99032
7.32442,8.94493
11.3663,-0.32651
6.46928,0.945053
-0.283368,-0.199745
0.839371,-0.647492
-1.26836,9.93758
-2.04304,6.3212
-0.507812,6.67021
-0.197355,-0.16227
-3.04233,-0.232775
-0.234565,9.38178
-0.403583,-0.732989
8.73552,0.675035
12.836,10.8349
7.73552,7.82161
11.8637,7.25472
-0.423129,0.457362
1.6724,0.47212
-3.91234,-3.43795
-0.192926,10.0472
11.6119,9.80137
11.9004,-3.67393
10.7195,8.08855
12.1752,12.0333
10.0495,6.86592
12.2948,8.67373
-0.992663,2.57762
8.02699,9.03695
11.5335,11.5428
9.05791,10.2599
11.9112,9.9538
14.4686,6.66246
13.8645,11.4671
-0.00751837,10.1362
6.22829,1.3366
3.84921,0.906957
10.3754,9.42935
12.8438,7.22219
13.5037,10.3234
0.167535,8.98793
7.68373,11.3203
9.42097,0.977441
9.83506,-0.391023
9.28531,14.5879
7.6731,-0.628619
8.14489,8.00775
-3.7511,0.970757
9.09938,10.526
8.77491,8.00527
7.82579,12.9131
11.3303,8.74822
10.7589,10.8668
11.6177,-1.447
1.97409,1.79215
8.24522,5.35108
-0.550222,12.7772
12.3408,10.2043
9.17193,-4.52783
6.97773,-3.14714
4.46508,10.3012
-0.284288,11.4891
2.04088,-2.62414
2.32848,-0.74909
1.75368,9.96342
6.88072,1.61472
7.44953,8.27058
-0.633825,0.591556
12.7328,10.0697
-3.03217,10.1515
3.89104,-0.0821235
-1.00985,-2.47824
12.0995,4.31138
12.237,9.06315
-1.69762,1.92191
8.39059,8.84905
-0.218598,1.57201
12.7208,7.70933
-1.64286,-1.01781
10.2383,9.56372
-2.8331,-1.98826
12.0082,9.5426
2.43296,4.28168
5.29354,9.8037
0.0808853,0.189138
12.5926,6.65122
5.97507,10.1027
0.893555,5.50914
9.71022,-3.23037
7.86603,13.7713
-0.886717,8.43231
13.8802,7.98323
-3.89233,1.08762
11.4578,6.61146
11.3777,-0.00804024
11.3324,0.0138985
9.27701,-1.36731
-0.645668,9.29526
6.79949,-4.56326
11.7665,0.316389
10.5254,10.8748
8.05989,1.32939
12.4746,-0.779464
-0.187841,-0.126988
4.64698,9.7038
7.79037,9.16634
13.1588,11.1383
11.118,3.62483
10.7225,1.97495
0.620538,-3.88896
4.67629,0.166561
9.94007,2.01545
-2.56802,8.55961
-2.5947,-1.83537
0.579608,-0.666895
1.33916,-0.168749
-1.73015,12.1341
12.0103,-1.17834
6.54614,10.2766
8.3429,6.78901
-0.28952,12.9287
9.68885,-2.70928
-0.820624,0.701993
10.9386,7.67109
8.88564,-4.95233
2.29553,2.30515
9.05465,2.72949
10.3079,7.6024
2.43407,9.86683
3.47825,-2.14059
5.98094,-2.14179
0.890203,9.12201
1.09369,8.56597
2.29407,12.4601
11.1165,-0.31053
9.85264,5.69592
10.1514,11.1756
12.3239,12.8874
1.70694,11.4128
1.95475,10.7679
-0.925719,10.5047
-2.97582,11.4913
0.948945,1.00981
