@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
9.87384,11.4598
9.7816,9.41973
12.4698,-2.95815
-0.464386,12.2887
11.5558,0.236401
-1.72782,10.1526
10.8362,-2.85463
13.6918,12.4815
13.9419,5.67947
12.2247,12.1124
9.57703,9.57526
0.849104,-0.210371
12.6697,7.43822
10.1417,8.16177
10.8497,1.88105
11.4556,12.08
11.9971,1.34761
-1.81014,0.656528
1.50933,0.487079
9.76536,11.4476
9.60604,9.67178
11.5395,10.5046
13.2945,10.8033
8.32831,9.57361
10.2973,-0.815275
6.88338,0.247912
-5.6814,0.702193
8.02262,11.9241
6.63999,8.95249
10.9761,1.10382
7.85829,8.71525
6.21638,8.42039
0.194562,10.4717
9.5454,-2.02859
9.69399,-3.95409
6.9313,2.48433
-2.77354,8.67139
-0.00751837,10.1362
9.81235,9.67958
11.7687,8.33691
11.3003,10.4516
8.57425,7.27815
12.4746,-0.779464
1.62099,-3.64251
9.51897,9.67751
10.2763,8.89078
11.4861,-2.93845
9.45622,12.1031
-0.146437,1.27856
-2.12775,7.60335
0.620538,-3.88896
-1.16855,-0.228096
2.43971,-0.218264
10.7798,0.0227093
-0.946547,1.13217
12.9528,10.5579
9.85608,-2.00514
10.8181,9.49756
-2.32104,10.8743
10.7225,1.97495
11.9512,10.8684
1.27692,-1.59119
1.57588,-3.23956
2.51992,11.0353
2.16764,-0.311814
-1.1926,13.0926
-0.344824,8.47128
0.857237,-2.12878
1.35768,-3.97897
4.2976,3.00754
12.0278,-3.09669
-1.75483,10.6753
6.20965,7.91058
-2.38219,10.9372
-0.798278,9.41807
4.16588,10.8579
2.78817,1.31276
4.17587,8.07805
1.77769,-0.973635
-1.53454,9.30659
8.62556,12.5514
-2.80801,12.0241
3.47825,-2.14059
1.31078,0.83191
11.5267,4.0789
12.7508,7.3146
3.97455,-1.06131
2.46943,9.57827
6.36099,3.38023
9.18513,9.94401
-2.46225,10.0478
5.29354,9.8037
9.48003,12.6462
9.59868,9.10545
0.591039,-0.691381
8.61968,7.05069
-1.91853,-1.46042
6.86863,8.05636
10.1008,8.02085
-2.56802,8.55961
5.33838,9.78748
8.05989,1.32939
6.14589,10.8131
11.3324,0.0138985
13.1588,11.1383
8.52211,10.857
6.79949,-4.56326
8.88564,-4.95233
9.55296,-2.81498
14.4349,-1.99909
6.89259,8.05398
10.0355,4.0818
1.88995,9.31191
-2.02523,-1.32316
10.2985,1.56471
9.09938,10.526
14.0138,12.1325
6.28514,0.352832
11.2301,9.22207
11.8034,8.63871
8.39059,8.84905
-2.06097,-1.47577
11.9708,13.3025
10.4296,0.401526
10.3044,-2.52951
9.47169,13.3645
10.5707,7.25383
10.2676,10.2459
12.8525,13.2269
9.10197,12.8327
8.02572,10.8846
11.3777,-0.00804024
9.27701,-1.36731
9.07566,11.6126
10.1746,7.05434
11.4095,7.46356
9.66677,9.1141
6.07487,-3.72089
2.6783,8.8199
10.578,7.76016
8.18685,-1.7831
-3.66954,9.2038
3.07197,8.06606
14.5526,13.8872
9.88875,10.5687
11.2756,7.60753
1.96978,-1.68583
1.99788,3.17003
13.2456,8.38442
10.469,-0.880681
8.87907,11.0555
1.20583,-1.28969
-1.15226,8.22655
-0.065558,9.95612
-0.550222,12.7772
11.3795,7.91835
8.02699,9.03695
11.3303,8.74822
0.326388,9.05087
-0.992663,2.57762
2.21826,8.09881
0.52196,0.354385
10.3905,11.2224
-3.86655,-2.76241
9.12937,8.95838
2.29553,2.30515
11.3186,-0.423971
-1.96732,11.8286
10.8296,-2.25649
-0.0243601,11.5824
5.27706,9.20587
12.7208,7.70933
1.09369,8.56597
1.53773,-1.12042
0.0808853,0.189138
12.9466,13.2051
