@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
-1.76641,0.217782
0.871507,12.9317
-1.56713,-2.35451
12.161,11.5449
11.9935,11.7392
13.2484,11.2762
10.8362,-2.85463
9.46512,9.01636
13.5599,9.01813
11.9354,-2.35856
8.01771,1.89895
12.028,14.6536
4.30777,-0.564932
10.6499,11.5011
7.32449,7.96808
-2.25268,11.8395
8.46814,9.16604
9.92877,0.922596
13.5001,-1.94671
1.01465,1.89042
0.591039,-0.691381
-2.77354,8.67139
-0.276468,9.23476
10.8073,8.50124
10.9508,-1.0928
8.05989,1.32939
6.03219,-4.72825
6.89216,8.34875
7.56253,10.6745
8.52211,10.857
-2.68442,8.16733
11.2709,-0.671595
9.13569,-2.48605
15.6199,9.85082
9.22933,13.9351
15.1928,14.594
1.32384,0.815153
-2.06097,-1.47577
14.533,10.7353
7.86603,13.7713
0.402025,12.8593
8.32831,9.57361
-2.67629,8.09977
9.5901,10.0516
9.05791,10.2599
9.85262,8.24078
1.62099,-3.64251
-1.66078,0.429776
8.45374,8.25234
8.5473,4.07281
10.758,-2.88418
8.5823,11.2478
13.2256,10.3613
-0.157073,1.84183
-0.155889,-1.48842
1.84621,-0.604547
-1.59801,0.748332
1.96978,-1.68583
8.93033,2.16935
12.6377,7.94499
1.47759,9.29131
6.88768,-0.547717
13.6348,8.40862
1.72002,10.5358
9.695,9.09234
0.786027,-2.77921
-1.81283,-0.790834
12.0638,6.88238
10.6249,-1.52525
14.4349,-1.99909
10.0678,-0.848428
-3.03217,10.1515
11.9339,1.8708
0.63753,13.9609
3.04809,4.59568
7.68373,11.3203
-2.6305,6.71448
6.46928,0.945053
6.69151,-2.80354
12.9466,13.2051
0.452564,2.1635
-0.556545,7.73867
10.9545,11.0514
12.2038,-2.03743
13.2233,-1.99657
9.57703,9.57526
-0.369138,-1.54487
6.20965,7.91058
10.1746,7.05434
1.46965,-1.44347
-3.66954,9.2038
9.84587,9.02506
-1.1926,13.0926
-0.330494,2.99032
8.14489,8.00775
9.34407,3.18518
-0.527881,-2.53228
-0.187841,-0.126988
11.6392,-1.14463
8.02699,9.03695
8.97236,8.02286
10.6278,-0.611762
0.739131,12.5341
6.63999,8.95249
3.00189,0.833134
-0.192926,10.0472
12.0811,7.32609
6.22829,1.3366
9.65887,2.72007
-0.464386,12.2887
6.58918,12.0151
7.08104,8.13574
-1.35415,10.0662
1.6724,0.47212
11.5831,11.7797
1.46043,0.324414
8.2291,5.68611
12.019,9.46032
11.9708,13.3025
0.52196,0.354385
1.0857,10.3595
11.2301,9.22207
6.04079,9.59051
12.8766,10.4393
0.335432,-0.145461
10.3754,9.42935
-3.63166,2.83141
8.34186,-1.1924
8.77808,9.15448
10.4187,9.91283
-1.77294,-0.219129
9.12937,8.95838
11.9229,10.542
8.45447,6.33871
10.2985,1.56471
4.87101,0.012333
8.65089,10.5933
11.8637,7.25472
10.6371,-0.794095
13.9419,5.67947
12.7208,7.70933
1.77769,-0.973635
7.84702,11.7126
-0.858948,-0.977285
14.0138,12.1325
12.3977,8.4489
13.4427,13.0645
2.47296,-0.48081
-0.255732,8.06837
12.449,-0.637495
-0.886717,8.43231
9.33594,8.96782
10.9761,1.10382
10.5392,10.6736
11.0797,12.7591
10.0049,9.79465
-2.84072,10.3947
10.8188,10.5232
11.3588,-0.645049
11.1909,7.76906
9.81819,0.983158
10.0384,9.52178
11.027,10.6794
3.89104,-0.0821235
-0.605766,-4.85222
-2.63203,12.8567
1.64522,10.707
9.1496,11.5714
11.8905,10.4887
5.22436,1.45967
8.36291,-0.412809
1.91625,11.6946
7.31482,13.028
0.661925,1.81805
0.972523,-0.571811
10.6664,-2.79645
2.1663,1.30313
10.4512,13.332
14.2588,-0.336972
11.125,0.622096
-2.04304,6.3212
-2.78706,7.70314
12.6712,10.8197
6.9985,9.23979
-0.315781,-0.844055
6.79949,-4.56326
10.6992,10.6334
-2.80801,12.0241
2.01053,12.2661
-0.714954,-1.20405
9.50307,7.42181
14.1475,12.1248
1.14063,-0.909931
11.7618,4.16092
11.5335,11.5428
9.30566,7.542
1.53773,-1.12042
7.35973,10.8135
9.5701,10.3965
10.8882,2.59233
-3.13593,-0.695068
11.9765,9.1169
2.42157,12.1385
11.8812,12.3915
8.58285,7.74504
1.42139,11.5197
0.890798,11.9733
11.2155,8.65196
5.29354,9.8037
1.80777,-0.667409
9.5029,8.89098
6.88072,1.61472
-2.56802,8.55961
7.93566,8.93538
1.78485,-0.127609
10.1979,8.22076
15.0562,0.845162
9.79802,2.47212
-1.58116,10.6418
3.12807,-0.929913
12.1057,9.53255
-1.48999,8.78218
-0.645668,9.29526
11.7665,0.316389
-1.57305,-1.12032
1.06891,-0.745644
13.273,10.0238
11.3324,0.0138985
11.9971,1.34761
8.02572,10.8846
12.836,10.8349
7.38526,-3.02599
3.69393,2.64975
8.95043,9.84081
-3.95141,12.1503
2.37378,10.6434
7.60063,1.63451
14.7353,11.2434
1.49894,3.68816
7.55944,9.41454
10.7589,10.8668
-1.26836,9.93758
9.83506,-0.391023
9.81318,7.23553
9.1322,11.5735
1.53677,2.42169
9.16996,-0.793744
12.6697,7.43822
0.782322,-2.0979
11.2304,0.113951
