@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
10.6372,2.78646
11.3303,8.74822
1.53773,-1.12042
1.21559,11.0284
12.3408,10.2043
10.8051,9.71849
10.4363,-2.41662
-0.519034,13.7277
11.7618,4.16092
12.8766,10.4393
7.56253,10.6745
-2.09528,-2.6127
8.57425,7.27815
8.27758,8.30114
12.0638,6.88238
5.96348,12.5684
-1.64286,-1.01781
9.67818,0.618563
10.8073,8.50124
8.99936,-1.92197
11.1645,11.8258
8.65089,10.5933
1.0857,10.3595
-2.93696,10.4947
10.9545,11.0514
11.2113,15.1372
11.2301,9.22207
0.058936,8.56131
10.4096,8.53336
8.73624,11.6803
1.75368,9.96342
14.5526,13.8872
1.88995,9.31191
11.3003,10.4516
-0.633825,0.591556
-2.97582,11.4913
12.1057,9.53255
8.92839,8.74522
9.65928,-0.75612
1.38406,-0.354549
11.9229,10.542
8.87907,11.0555
8.74875,7.06392
0.893555,5.50914
2.37966,8.80848
14.533,10.7353
4.9583,8.9525
11.7665,0.316389
10.9836,-1.16833
-2.40314,2.79471
7.69215,-5.37808
0.0808853,0.189138
9.1496,11.5714
14.7353,11.2434
11.0797,12.7591
4.67601,10.149
9.22699,-3.15862
10.6249,-1.52525
9.74932,-1.56657
11.9059,9.40477
12.8966,-1.34601
11.898,8.43004
11.7687,8.33691
10.2973,-0.815275
10.7777,10.9387
7.93566,8.93538
12.2038,-2.03743
10.3905,11.2224
-1.8405,10.2158
6.09561,16.0267
-2.84072,10.3947
9.37968,-2.47524
13.5175,-2.63983
2.65308,-0.460631
2.9169,2.00318
8.94211,-5.28946
-1.91853,-1.46042
0.786027,-2.77921
11.438,4.24336
3.64861,-2.17131
-0.724139,-5.84513
-0.344824,8.47128
12.1228,-2.12499
12.8089,2.1599
1.49894,3.68816
2.11018,10.1924
0.871507,12.9317
12.019,9.46032
8.81378,0.307284
11.3795,7.91835
-1.26836,9.93758
3.04899,-1.98091
9.10197,12.8327
10.0384,9.52178
7.6731,-0.628619
9.6595,8.86563
6.46928,0.945053
1.46965,-1.44347
9.63189,7.76501
-1.81014,0.656528
9.33594,8.96782
11.8484,10.0113
9.22933,13.9351
1.06891,-0.745644
10.8188,10.5232
-0.181509,0.993791
-0.766376,9.8924
-1.57305,-1.12032
10.8362,-2.85463
8.04627,8.20369
11.2709,-0.671595
3.97455,-1.06131
-0.234565,9.38178
8.51972,9.66828
1.12361,2.89624
12.7208,7.70933
7.69622,10.3796
9.07566,11.6126
-4.41556,9.72239
6.97813,10.126
12.161,11.5449
10.7089,8.4083
1.40444,8.41619
11.363,3.75779
-0.395254,-2.24758
0.940038,11.1236
0.52196,0.354385
11.8243,8.18213
11.3663,-0.32651
-0.949451,8.49428
11.5831,11.7797
1.91625,11.6946
9.05465,2.72949
10.4313,-4.39714
2.43971,-0.218264
9.89544,12.5722
-2.06097,-1.47577
10.675,9.66217
-3.45954,0.178698
0.839371,-0.647492
0.684984,0.830652
-0.892099,12.4153
1.0403,8.78436
4.67629,0.166561
11.7672,6.83254
9.55296,-2.81498
9.69399,-3.95409
1.86301,-0.693337
-4.16528,11.0152
-2.02523,-1.32316
12.8438,7.22219
11.1909,7.76906
2.1663,1.30313
10.7698,12.0919
13.2233,-1.99657
8.09707,2.08737
2.32848,-0.74909
10.0678,-0.848428
-0.700995,0.536133
11.0625,10.6505
-0.494785,-0.640115
2.22197,9.53167
9.18596,0.476998
12.1057,8.25801
-0.645668,9.29526
8.45447,6.33871
1.19656,2.54922
11.4703,12.9132
-1.88608,7.86837
2.21826,8.09881
-0.0813104,9.55834
9.16996,-0.793744
-1.96732,11.8286
9.18789,7.72991
10.5254,10.8748
0.609742,0.251508
13.2256,10.3613
4.16588,10.8579
8.75107,10.3997
11.8121,0.804204
10.5424,12.3438
-2.68987,7.10161
12.7987,13.2023
8.02699,9.03695
0.890203,9.12201
9.695,9.09234
12.449,-0.637495
-0.218598,1.57201
4.16396,11.0404
8.86839,-3.02416
7.82579,12.9131
13.3202,10.0325
7.7761,10.6394
1.31078,0.83191
8.50823,6.88579
0.951624,1.6315
4.87101,0.012333
8.8248,7.04491
9.3493,11.4929
1.77769,-0.973635
