@RELATION sizes1_nuovo.arff 

@ATTRIBUTE a0 real
@ATTRIBUTE a1 real

@DATA
14.9283,1.59718
12.8525,13.2269
7.86603,13.7713
2.65308,-0.460631
9.05465,2.72949
8.02262,11.9241
6.03219,-4.72825
-0.762789,9.6016
1.0857,10.3595
0.168008,-2.03178
8.5823,11.2478
12.161,11.5449
11.8484,10.0113
11.5545,3.03685
4.30777,-0.564932
3.47825,-2.14059
10.0049,9.79465
9.81318,7.23553
10.0997,-1.61675
2.29407,12.4601
10.9608,0.348227
7.30602,2.235
10.8362,-2.85463
2.11018,10.1924
10.0438,3.48085
10.675,9.66217
13.5001,-1.94671
-2.93696,10.4947
-0.236394,10.8102
9.6595,8.86563
10.4363,-2.41662
9.42084,2.43295
3.84921,0.906957
12.6697,7.43822
2.95172,9.58934
10.9933,6.19285
9.1496,11.5714
8.99295,6.53347
12.4237,13.5486
-0.886717,8.43231
-3.63166,2.83141
-0.197355,-0.16227
0.471925,7.47258
13.248,9.30023
1.38406,-0.354549
11.5988,9.78853
-3.08972,9.90624
10.4512,13.332
10.2383,9.56372
4.67629,0.166561
8.44684,-0.430291
0.134836,-0.443483
10.5074,5.6615
-2.34717,8.73954
0.890203,9.12201
12.449,-0.637495
11.365,1.00494
9.14173,9.99963
-2.02523,-1.32316
3.67759,-0.944235
10.7037,10.6295
1.31495,8.52084
10.6371,-0.794095
4.72804,8.78423
-0.820624,0.701993
9.90408,8.61346
3.97455,-1.06131
1.87626,12.223
12.431,1.89168
9.67796,8.36794
7.20409,10.0351
11.2026,8.75698
9.77966,9.93818
2.43971,-0.218264
12.5455,8.44122
4.17716,-0.395879
13.8645,11.4671
9.87799,0.972862
11.1671,0.359657
3.43452,7.23192
0.194562,10.4717
1.39285,1.50001
11.5036,5.65147
-0.146437,1.27856
13.1656,10.3968
8.74875,7.06392
12.8766,10.4393
9.6695,2.87524
12.028,14.6536
2.30322,-1.77192
-0.829712,1.00376
-3.95141,12.1503
1.5985,-3.4278
2.36497,-1.08259
1.78485,-0.127609
1.49894,3.68816
10.4187,9.91283
9.09938,10.526
1.64522,10.707
6.86863,8.05636
12.1057,8.25801
7.22961,0.951544
-1.51363,0.469414
9.36716,9.96609
11.8637,7.25472
10.5373,14.5629
2.42157,12.1385
0.890798,11.9733
-1.53454,9.30659
2.70549,-0.123702
11.5395,10.5046
-2.09528,-2.6127
10.802,0.956605
0.45314,8.21869
-1.57305,-1.12032
11.8208,8.09689
9.87384,11.4598
12.0638,6.88238
14.533,10.7353
-0.645668,9.29526
-1.61242,0.440452
12.7508,7.3146
10.4619,10.3161
1.01465,1.89042
10.3314,12.871
8.14489,8.00775
5.98094,-2.14179
8.24522,5.35108
12.9466,13.2051
6.88072,1.61472
9.3493,11.4929
-1.77294,-0.219129
0.885437,1.66435
-0.507812,6.67021
10.1288,10.598
12.1157,9.00317
15.0562,0.845162
9.66677,9.1141
4.67601,10.149
3.68463,1.18731
-2.0418,10.7504
8.45447,6.33871
9.89544,12.5722
-1.35415,10.0662
10.9352,13.6771
8.32831,9.57361
11.3303,8.74822
-1.96732,11.8286
-3.04233,-0.232775
11.0707,12.3296
-2.5947,-1.83537
-0.527881,-2.53228
8.62556,12.5514
8.65089,10.5933
9.10197,12.8327
8.04627,8.20369
-0.28952,12.9287
11.5558,0.236401
11.9937,9.84183
0.782322,-2.0979
9.67818,0.618563
12.3429,7.04905
9.34407,3.18518
0.661925,1.81805
11.6708,7.65239
10.559,6.01977
1.32384,0.815153
-3.57772,3.28208
8.77808,9.15448
-0.238037,10.761
12.237,9.06315
-1.44787,10.3007
11.3707,10.5571
9.12567,11.0069
-1.81283,-0.790834
3.89104,-0.0821235
13.7181,8.71435
13.2256,10.3613
-0.714954,-1.20405
12.7371,10.1957
1.46965,-1.44347
0.371576,1.02074
8.57425,7.27815
4.87101,0.012333
8.36291,-0.412809
9.50307,7.42181
4.16588,10.8579
11.3225,7.58684
10.578,7.76016
11.2301,9.22207
-2.71007,6.992
9.45936,8.0722
9.65887,2.72007
9.84587,9.02506
0.830031,2.89861
-0.187841,-0.126988
9.97651,15.0361
3.04899,-1.98091
0.871507,12.9317
-0.724139,-5.84513
8.73624,11.6803
10.7589,10.8668
1.77769,-0.973635
14.5526,13.8872
11.0309,-2.79915
-1.81014,0.656528
11.2062,13.8963
8.84898,-1.22367
1.42139,11.5197
8.53328,-3.74741
11.5519,7.7021
7.70024,8.92462
4.2976,3.00754
9.18789,7.72991
11.2604,-1.13167
9.76939,7.22319
9.5454,-2.02859
3.69393,2.64975
13.5395,8.23445
-0.155889,-1.48842
2.08526,0.350504
10.9761,1.10382
0.386252,10.754
10.2985,1.56471
-2.96738,1.82463
13.3202,10.0325
0.058936,8.56131
7.82579,12.9131
7.79037,9.16634
5.52301,1.93924
5.33838,9.78748
12.0811,7.32609
-1.82788,3.12048
9.81527,9.68599
-0.331616,1.45299
-0.281573,-1.64008
10.3754,9.42935
10.7698,12.0919
11.3185,10.3911
13.4427,13.0645
13.6348,8.40862
12.1961,2.51581
10.1417,8.16177
0.591039,-0.691381
-3.89233,1.08762
9.7816,9.41973
-2.56802,8.55961
7.30215,-4.65305
0.739131,12.5341
7.5084,10.788
1.27692,-1.59119
10.4313,-4.39714
2.04088,-2.62414
8.94211,-5.28946
6.80068,10.5643
8.77491,8.00527
1.31078,0.83191
4.89587,3.06646
-2.8331,-1.98826
9.79802,2.47212
8.75107,10.3997
10.4576,11.7159
3.07197,8.06606
8.52603,9.87376
-6.13967,11.0261
9.62504,1.12688
13.5599,9.01813
2.99106,9.99333
-1.8405,10.2158
0.63753,13.9609
-1.04651,5.86347
10.2763,8.89078
-0.218598,1.57201
0.620538,-3.88896
9.86468,11.8412
1.84621,-0.604547
7.85829,8.71525
0.165042,11.1848
6.20965,7.91058
0.786027,-2.77921
-0.992663,2.57762
-0.169659,9.553
10.0678,-0.848428
10.6249,-1.52525
-0.700995,0.536133
11.5267,4.0789
8.73896,12.0874
6.9985,9.23979
12.0103,-1.17834
7.68373,11.3203
-0.255732,8.06837
11.4578,6.61146
-2.46225,10.0478
-2.97582,11.4913
-3.45954,0.178698
9.23873,7.7269
-2.40085,8.4237
12.0082,9.5426
0.0808853,0.189138
12.8322,2.30588
15.9539,2.70469
11.8034,8.63871
10.6347,8.8983
0.786975,-1.29328
12.6122,12.7167
-4.15832,10.9758
5.98271,0.00238253
-0.925719,10.5047
12.1924,8.95816
7.84702,11.7126
2.42021,2.8181
2.32848,-0.74909
2.83137,-3.74426
3.31951,6.9207
11.2226,9.04498
2.38316,10.8752
8.73552,0.675035
9.27701,-1.36731
10.3079,7.6024
-1.15206,-3.95319
8.02699,9.03695
9.63189,7.76501
8.02947,0.744465
-2.1727,9.33665
-1.00985,-2.47824
1.50933,0.487079
9.28531,14.5879
-1.14685,-1.27747
4.46508,10.3012
-3.03217,10.1515
9.05791,10.2599
9.69399,-3.95409
9.45622,12.1031
12.1228,-2.12499
2.19707,10.7755
2.29553,2.30515
0.452564,2.1635
1.02161,2.18473
7.93566,8.93538
6.28514,0.352832
-1.73015,12.1341
11.2756,7.60753
-0.826567,1.74523
2.36282,10.317
13.2945,10.8033
8.87907,11.0555
11.9971,1.34761
6.04861,10.7805
3.04809,4.59568
-1.66788,11.7931
10.8497,1.88105
2.21826,8.09881
12.1075,8.19083
9.5701,10.3965
-2.25268,11.8395
10.0969,9.99308
0.609742,0.251508
-0.579583,-1.85879
10.6278,-0.611762
-1.95983,10.4127
7.48483,0.691857
0.140139,1.03913
-0.892099,12.4153
12.4746,-0.779464
11.0824,4.91214
10.8051,9.71849
10.6664,-2.79645
8.07379,1.19188
10.5254,10.8748
11.3186,-0.423971
-0.315781,-0.844055
-2.77354,8.67139
13.2233,-1.99657
9.44458,11.999
0.0701485,13.1913
-4.41556,9.72239
0.608973,10.3172
9.1322,11.5735
-1.94606,9.91084
15.5706,9.2696
6.69151,-2.80354
7.35056,9.42417
11.7665,0.316389
4.64698,9.7038
0.839371,-0.647492
6.87164,-0.143265
0.481845,-1.08678
1.09369,8.56597
0.579608,-0.666895
10.5575,2.10057
5.29354,9.8037
0.642571,0.949917
8.48151,8.34905
-3.86655,-2.76241
0.520017,9.56034
11.5502,8.77388
2.1663,1.30313
-0.268874,-2.34666
11.5831,11.7797
4.9417,4.81965
12.3239,12.8874
12.2728,1.34948
11.4703,12.9132
12.019,9.46032
11.3795,7.91835
2.01053,12.2661
6.9313,2.48433
11.5569,10.3326
-1.05826,11.4633
1.53773,-1.12042
7.7761,10.6394
11.3324,0.0138985
10.2676,10.2459
1.92942,13.2582
14.2588,-0.336972
10.0495,6.86592
0.731656,11.0595
12.3458,-3.2733
12.1339,10.0477
10.4296,0.401526
7.58537,9.77945
9.34071,1.47134
12.2038,-2.03743
11.1165,-0.31053
11.4861,-2.93845
2.5331,12.7045
3.60298,1.63196
10.7089,8.4083
6.80785,14.0993
10.2131,1.99959
1.99788,3.17003
8.8248,7.04491
9.47711,-2.35131
9.83506,-0.391023
10.7225,1.97495
7.93032,1.7045
8.0216,7.65925
14.4686,6.66246
10.6499,11.5011
-0.330494,2.99032
0.605546,0.0254962
11.3605,2.00658
13.9419,5.67947
11.7618,4.16092
11.9765,9.1169
-4.95003,11.0353
7.08104,8.13574
11.477,3.71484
8.21559,6.11077
-1.96648,3.07495
